"id","session","area","resolved_area","mapping_status","is_omission_positive","omission_rate","control_rate","baseline_rate"
"230629-probe0-unit198","230629","V2","V2","heuristic_fallback","False","1.580366774541532","3.1716751425489287","1.8500539374325784"
"230629-probe0-unit199","230629","V2","V2","heuristic_fallback","False","0.0","0.14778856526429343","0.0"
"230629-probe0-unit200","230629","V2","V2","heuristic_fallback","False","3.274002157497303","8.134612421020186","3.700107874865157"
"230629-probe0-unit201","230629","V2","V2","heuristic_fallback","True","2.3678532901833873","0.26121128062875637","0.9169363538295578"
"230629-probe0-unit202","230629","V2","V2","heuristic_fallback","False","0.29126213592233013","0.30883032824780393","0.2696871628910464"
"230629-probe0-unit203","230629","V2","V2","heuristic_fallback","False","0.0","0.09115426105717368","0.0"
"230629-probe0-unit204","230629","V2","V2","heuristic_fallback","False","0.0","0.0","0.0"
"230629-probe0-unit205","230629","V2","V2","heuristic_fallback","True","3.3656957928802593","1.238403451995685","2.4163969795037756"
"230629-probe0-unit206","230629","V2","V2","heuristic_fallback","False","1.2837108953613807","0.20565572507320082","0.6148867313915857"
"230629-probe0-unit207","230629","V2","V2","heuristic_fallback","False","0.5663430420711975","0.10348281707505008","0.32362459546925565"
"230629-probe0-unit208","230629","V2","V2","heuristic_fallback","False","0.0","0.09439050701186623","0.0"
"230629-probe0-unit209","230629","V2","V2","heuristic_fallback","False","1.4131607335490834","2.002311604253352","1.4832793959007549"
"230629-probe0-unit210","230629","V2","V2","heuristic_fallback","False","0.16181229773462782","0.02889505316689783","0.5124056094929882"
"230629-probe0-unit211","230629","V2","V2","heuristic_fallback","False","0.0","0.04430574818924333","0.08090614886731391"
"230629-probe0-unit212","230629","V2","V2","heuristic_fallback","False","0.0","0.007705347511172755","0.0"
"230629-probe0-unit213","230629","V2","V2","heuristic_fallback","False","2.588996763754045","10.53698566805363","3.8403451995685005"
"230629-probe0-unit214","230629","V2","V2","heuristic_fallback","False","3.9751887810140234","3.0869163199260288","2.8478964401294498"
"230629-probe0-unit215","230629","V2","V2","heuristic_fallback","False","1.04638619201726","2.467483433502851","2.2384034519956852"
"230629-probe0-unit216","230629","V2","V2","heuristic_fallback","True","3.813376483279396","1.256819232547388","2.0927723840345194"
"230629-probe0-unit217","230629","V2","V2","heuristic_fallback","False","0.0","0.012944983818770227","0.0"
"230629-probe0-unit218","230629","V2","V2","heuristic_fallback","False","0.0","0.012944983818770227","0.0"
"230629-probe0-unit219","230629","V2","V2","heuristic_fallback","False","0.18878101402373246","0.2961935583294807","0.25889967637540456"
"230629-probe0-unit220","230629","V2","V2","heuristic_fallback","False","0.0","0.0","0.0"
"230629-probe0-unit221","230629","V2","V2","heuristic_fallback","True","11.067961165048544","6.166127292340884","9.007551240560948"
"230629-probe0-unit222","230629","V2","V2","heuristic_fallback","False","0.18878101402373246","0.48227770072430265","0.29126213592233013"
"230629-probe0-unit223","230629","V2","V2","heuristic_fallback","False","6.024811218985976","11.195561719833565","11.283710895361379"
"230629-probe0-unit224","230629","V2","V2","heuristic_fallback","False","3.667745415318231","4.922869471413161","1.5480043149946063"
"230629-probe0-unit225","230629","V2","V2","heuristic_fallback","False","1.3646170442286947","1.177608260132532","1.2513484358144553"
"230629-probe0-unit226","230629","V2","V2","heuristic_fallback","False","0.7713052858683926","0.9882878717830174","0.6634304207119741"
"230629-probe0-unit227","230629","V2","V2","heuristic_fallback","True","11.920172599784252","6.327092001849284","5.355987055016182"
"230629-probe0-unit228","230629","V2","V2","heuristic_fallback","False","0.08090614886731391","0.04430574818924333","0.0"
"230629-probe0-unit229","230629","V2","V2","heuristic_fallback","False","2.243797195253506","1.2368623824934504","1.580366774541532"
"230629-probe0-unit230","230629","V2","V2","heuristic_fallback","False","6.817691477885653","20.99052242256126","9.49298813376483"
"230629-probe0-unit231","230629","V2","V2","heuristic_fallback","False","1.574973031283711","7.433194637078133","2.0927723840345194"
"230629-probe0-unit232","230629","V2","V2","heuristic_fallback","False","0.4854368932038835","0.18662351672060407","0.24271844660194175"
"230629-probe0-unit233","230629","V2","V2","heuristic_fallback","False","1.1111111111111112","0.8026660502388657","0.08090614886731391"
"230629-probe0-unit234","230629","V2","V2","heuristic_fallback","False","4.956850053937433","3.740946216674372","9.115426105717368"
"230629-probe0-unit235","230629","V2","V2","heuristic_fallback","False","2.2222222222222223","0.8835721991061796","0.9331175836030204"
"230629-probe0-unit236","230629","V2","V2","heuristic_fallback","False","0.0","0.0","0.0"
"230629-probe0-unit237","230629","V2","V2","heuristic_fallback","False","2.017259978425027","3.2909539220218833","0.6472491909385113"
"230629-probe0-unit238","230629","V2","V2","heuristic_fallback","False","1.407766990291262","1.2827092001849285","0.7928802588996765"
"230629-probe0-unit239","230629","V2","V2","heuristic_fallback","False","0.29126213592233013","0.5953922021883187","0.296655879180151"
"230629-probe0-unit240","230629","V2","V2","heuristic_fallback","False","2.0496224379719528","1.6308368007397134","1.1488673139158576"
"230629-probe0-unit241","230629","V2","V2","heuristic_fallback","False","4.606256742179072","2.2275389120049316","4.325782092772384"
"230629-probe0-unit242","230629","V2","V2","heuristic_fallback","True","5.98705501618123","3.8824934504546156","4.201725997842503"
